symbol,sector,industry,current_price,day_change_pct,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,volume_ratio,trend,technical_score,technical_reasons,relative_strength_score,return_1m,return_3m,return_6m,sector_bucket,fundamental_score,sector_adjustment,sector_adjusted_fundamental_score,debt_to_equity,net_profit_margin,revenue_growth,earnings_growth,operating_cashflow_cr,free_cashflow_cr,fundamental_data_coverage,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
NMDC,Basic Materials,Steel,85.04,0.04,28.5,12.77,50.4,87.06,81.42,0.8,Bearish,50.0,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",0.0,-0.62,,,Metals / Mining,86.0,4.0,90.0,18.8,23.23,61.9,37.7,4996.25,-1396.04,1.0,28.23,4.0,Negative free cash flow,44.23,Weak,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
ABB,Industrials,Specialty Industrial Machinery,7284.5,-0.1,57.72,8.08,53.03,7109.12,6082.15,0.83,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.0,6.17,,,Capital Goods / Infra,66.0,0.0,66.0,1.55,21.35,12.1,3.0,1470.96,1082.38,1.0,27.02,0.0,,44.15,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
SCHAEFFLER,Consumer Cyclical,Auto Parts,4079.2,0.97,16.89,8.23,45.87,4123.82,3976.5,2.62,Bearish,52.0,"Above 200 DMA, RSI recovering, Near 52W low zone, Strong volume expansion, Positive day move",0.0,-0.68,,,Automobile,73.0,4.0,77.0,0.78,11.93,17.3,13.0,968.48,394.14,1.0,27.5,0.0,,44.08,Weak,"Above 200 DMA, RSI recovering, Near 52W low zone, Strong volume expansion, Positive day move"
IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,1747.8,-0.63,39.65,10.13,48.27,1683.81,1516.47,0.57,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",8.0,1.65,,,Pharma / Healthcare,73.0,2.0,75.0,8.49,11.83,6.3,341.6,1141.97,790.13,1.0,32.21,0.0,,43.58,Weak,"Above 50 DMA, Above 200 DMA, RSI recovering"
GAIL,Utilities,Utilities - Regulated Gas,181.44,4.49,35.04,0.42,66.04,171.77,165.23,4.4,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.0,4.1,,,Energy / Utilities,46.0,2.0,48.0,27.81,6.7,16.7,97.2,,,0.57,22.76,0.0,,43.46,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move"
LLOYDSME,Basic Materials,Steel,2047.0,1.58,96.4,2.52,67.41,1818.77,1463.78,1.48,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",15.0,12.98,,,Metals / Mining,57.0,2.0,59.0,145.21,21.48,405.5,6.05,2921.32,-7270.92,1.0,28.23,4.0,Negative free cash flow,43.38,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move"
PAGEIND,Consumer Cyclical,Apparel Manufacturing,40375.0,-1.73,36.0,16.58,50.53,39856.38,36847.45,0.78,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",0.0,-5.85,,,Consumer Discretionary,72.0,4.0,76.0,18.42,14.56,14.1,9.0,794.4,519.58,1.0,27.5,0.0,,43.22,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum"
DIVISLAB,Healthcare,Drug Manufacturers - Specialty & Generic,8056.0,2.82,43.51,0.42,83.82,6881.2,6483.25,1.57,Bullish,67.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move",15.0,20.55,,,Pharma / Healthcare,49.0,2.0,51.0,0.04,26.05,27.8,65.7,,,0.57,32.21,0.0,,43.18,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move"
AJANTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,3465.2,0.84,50.4,3.71,58.75,3229.43,2881.79,1.84,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",8.0,3.58,,,Pharma / Healthcare,48.0,2.0,50.0,5.75,19.65,24.8,30.8,,,0.57,32.21,0.0,,43.08,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move"
SOLARINDS,Basic Materials,Specialty Chemicals,18391.0,1.87,58.01,4.09,52.05,18174.4,14912.08,0.74,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",0.0,-1.44,,,Chemicals,72.0,4.0,76.0,23.27,17.05,40.9,70.0,620.87,-1405.69,1.0,28.23,4.0,Negative free cash flow,43.08,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
POWERINDIA,Industrials,Electrical Equipment & Parts,32175.0,2.96,99.71,17.04,47.66,34016.1,25874.1,1.26,Bearish,42.0,"Above 200 DMA, RSI recovering, Normal volume support, Strong positive day move",0.0,-4.74,,,Capital Goods / Infra,76.0,5.0,81.0,1.66,12.12,46.2,71.8,1244.83,784.42,1.0,27.02,0.0,,42.9,Weak,"Above 200 DMA, RSI recovering, Normal volume support, Strong positive day move"
POLYCAB,Industrials,Electrical Equipment & Parts,9106.5,2.37,38.21,10.07,47.57,9432.13,8112.85,0.75,Bearish,37.0,"Above 200 DMA, RSI recovering, Strong positive day move",0.0,-5.49,,,Capital Goods / Infra,79.0,5.0,84.0,1.74,9.18,39.0,32.5,3560.47,1802.32,1.0,27.02,0.0,,42.7,Weak,"Above 200 DMA, RSI recovering, Strong positive day move"
NAVINFLUOR,Basic Materials,Chemicals,7567.5,2.45,68.61,4.64,50.18,7440.91,6432.32,1.6,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",0.0,-1.03,,,Chemicals,49.0,2.0,51.0,32.09,21.73,44.1,100.9,,,0.57,28.23,0.0,,42.08,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
OIL,Energy,Oil & Gas Integrated,458.6,0.37,22.5,13.63,60.03,443.06,446.52,0.5,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move",8.0,9.14,,,Energy / Utilities,58.0,2.0,60.0,58.74,19.5,5.2,60.4,10683.75,-2851.04,1.0,33.61,4.0,Negative free cash flow,41.54,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move"
SUNPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,1990.5,-0.53,29.76,2.76,66.91,1873.59,1767.72,1.95,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",8.0,6.39,,,Pharma / Healthcare,47.0,2.0,49.0,5.52,20.19,10.5,27.4,,,0.57,32.21,0.0,,41.48,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion"
ZYDUSLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,1126.8,1.05,34.99,4.54,53.18,1108.54,970.66,0.61,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,2.45,,,Pharma / Healthcare,60.0,4.0,64.0,42.3,18.57,16.2,8.7,2116.6,-906.16,1.0,32.21,4.0,Negative free cash flow,41.48,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
LUPIN,Healthcare,Drug Manufacturers - Specialty & Generic,2415.0,-0.26,32.43,4.31,50.5,2355.75,2210.81,1.25,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",8.0,0.64,,,Pharma / Healthcare,50.0,2.0,52.0,29.39,18.45,32.0,16.0,,,0.57,32.21,0.0,,41.28,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
M&M,Consumer Cyclical,Auto Manufacturers,3398.5,3.5,18.58,10.57,67.01,3100.87,3329.77,2.35,Bullish,90.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Strong volume expansion, Strong positive day move",8.0,7.03,,,Automobile,36.0,0.0,36.0,125.28,8.61,27.5,33.4,,,0.57,27.5,0.0,,41.22,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Strong volume expansion, Strong positive day move"
ALKEM,Healthcare,Drug Manufacturers - Specialty & Generic,5751.5,-1.12,22.36,2.29,60.09,5491.02,5522.76,0.88,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone",8.0,4.56,,,Pharma / Healthcare,69.0,2.0,71.0,14.27,15.65,14.6,-22.7,1963.03,766.92,1.0,32.21,7.0,Earnings contraction,40.93,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone"
EMCURE,Healthcare,Drug Manufacturers - Specialty & Generic,1960.1,2.57,55.56,1.95,65.86,1800.69,1569.42,1.82,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",8.0,5.58,,,Pharma / Healthcare,38.0,2.0,40.0,30.57,10.45,22.9,41.9,,,0.57,32.21,0.0,,40.83,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
EICHERMOT,Consumer Cyclical,Auto Manufacturers,7833.5,0.04,48.86,3.82,66.15,7362.95,7176.17,1.25,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",8.0,8.05,,,Automobile,47.0,2.0,49.0,2.05,23.21,31.5,21.3,,,0.57,27.5,0.0,,40.78,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
LODHA,Real Estate,Real Estate - Development,1243.95,-3.36,91.14,7.51,63.26,1029.21,1014.65,0.9,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",15.0,23.63,,,Cement / Realty,50.0,2.0,52.0,42.24,22.69,43.1,103.3,,,0.57,25.48,0.0,,40.77,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
LENSKART,Healthcare,Medical Instruments & Supplies,561.4,-0.32,57.65,2.48,61.93,526.62,0.0,0.79,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.0,5.84,,,Pharma / Healthcare,51.0,2.0,53.0,34.98,5.6,45.6,-9.6,1669.59,766.92,0.93,32.21,0.0,,40.38,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,1580.2,0.25,55.52,3.46,57.25,1512.52,1313.58,0.55,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,1.23,,,Pharma / Healthcare,47.0,2.0,49.0,21.31,10.63,16.3,25.8,,,0.57,32.21,0.0,,40.23,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
PERSISTENT,Technology,Information Technology Services,5549.0,0.62,31.19,15.32,68.26,4993.67,5454.47,2.02,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Positive day move",15.0,21.14,,,IT / Technology,42.0,0.0,42.0,6.09,12.24,29.1,12.1,,,0.57,28.29,0.0,,40.19,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Positive day move"
ICICIBANK,Financial Services,Banks - Regional,1435.4,0.1,20.87,3.21,59.44,1361.34,1348.4,0.69,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move",8.0,2.53,,,Banking,41.0,6.0,47.0,,27.53,11.4,13.8,,,0.64,27.77,0.0,,40.12,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move"
MARICO,Consumer Defensive,Household & Personal Products,870.65,-1.66,26.7,2.08,60.0,831.86,772.79,1.41,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",8.0,1.71,,,FMCG / Consumer,45.0,3.0,48.0,12.39,13.16,21.4,24.7,,,0.57,24.84,0.0,,40.03,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion"
OBEROIRLTY,Real Estate,Real Estate - Development,1827.7,0.73,31.68,7.88,50.38,1766.13,1651.92,0.63,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",0.0,-1.98,,,Cement / Realty,55.0,2.0,57.0,15.77,41.59,31.7,28.9,,,0.57,25.48,0.0,,40.02,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
LTM,Technology,Information Technology Services,4362.1,-1.79,23.64,31.25,65.92,3973.74,4880.87,0.5,Bullish,40.0,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone",15.0,18.51,,,IT / Technology,80.0,5.0,85.0,9.87,11.87,18.0,16.9,4922.6,5183.36,1.0,28.29,8.0,Below 200 DMA,39.74,Weak,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone"
NESTLEIND,Consumer Defensive,Packaged Foods,1509.6,-0.73,40.6,1.5,63.91,1424.14,1318.8,1.04,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",8.0,4.38,,,FMCG / Consumer,47.0,3.0,50.0,8.62,15.62,25.2,48.1,,,0.57,24.84,0.0,,39.48,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
GLAXO,Healthcare,Drug Manufacturers - General,2655.4,1.71,27.17,14.86,71.19,2358.7,2406.63,1.64,Bullish,62.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Positive day move",8.0,9.92,,,Pharma / Healthcare,47.0,2.0,49.0,1.47,27.01,16.6,15.7,,,0.57,32.21,0.0,,39.48,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Positive day move"
INDHOTEL,Consumer Cyclical,Lodging,738.55,-1.43,31.3,8.63,56.61,705.51,686.16,1.17,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",8.0,2.48,,,Consumer Discretionary,46.0,2.0,48.0,18.99,20.87,15.1,20.7,,,0.57,27.5,0.0,,39.17,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
HAL,Industrials,Aerospace & Defense,4646.5,1.42,33.55,5.88,65.53,4409.79,4345.73,1.16,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",8.0,4.79,,,Capital Goods / Infra,56.0,0.0,56.0,0.16,27.55,1.8,5.5,10906.38,-14387.13,1.0,27.02,4.0,Negative free cash flow,39.15,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
MOTHERSON,Consumer Cyclical,Auto Parts,150.75,2.75,68.87,2.73,62.73,144.53,124.35,1.47,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",8.0,2.14,,,Automobile,34.0,2.0,36.0,43.91,3.36,16.6,104.2,,,0.57,27.5,0.0,,38.72,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
ULTRACEMCO,Basic Materials,Building Materials,11903.0,0.47,17.64,7.35,64.13,11281.17,11569.56,1.29,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Normal volume support, Positive day move",8.0,3.18,,,Cement / Realty,37.0,2.0,39.0,29.43,9.29,15.9,16.8,,,0.57,28.23,0.0,,38.63,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Normal volume support, Positive day move"
ASIANPAINT,Basic Materials,Specialty Chemicals,2747.3,0.04,31.02,7.19,60.09,2681.37,2572.85,0.87,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,0.1,,,Chemicals,44.0,2.0,46.0,17.85,12.81,17.9,39.9,,,0.57,28.23,0.0,,38.58,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
LAURUSLABS,Healthcare,Drug Manufacturers - Specialty & Generic,1816.2,1.96,124.62,0.57,81.83,1493.93,1159.63,1.11,Bullish,57.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Positive day move",15.0,18.86,,,Pharma / Healthcare,43.0,2.0,45.0,46.37,15.04,29.1,125.2,,,0.57,32.21,0.0,,38.58,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Positive day move"
GLENMARK,Healthcare,Drug Manufacturers - Specialty & Generic,2233.9,1.99,24.62,9.7,51.03,2220.15,2100.48,0.69,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move",8.0,1.73,,,Pharma / Healthcare,38.0,2.0,40.0,5.65,10.14,23.1,9.31,,,0.57,32.21,0.0,,38.33,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move"
PAYTM,Technology,Software - Infrastructure,1343.0,0.79,44.32,4.55,64.6,1187.6,1197.73,0.64,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",15.0,10.68,,,IT / Technology,40.0,0.0,40.0,1.07,7.25,27.7,79.9,,,0.5,28.29,0.0,,38.24,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
PIDILITIND,Basic Materials,Specialty Chemicals,1611.4,-1.14,28.91,1.62,58.61,1546.76,1461.5,0.81,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.0,0.37,,,Chemicals,45.0,2.0,47.0,3.78,17.2,21.3,29.6,,,0.57,28.23,0.0,,37.68,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
INFY,Technology,Information Technology Services,1130.1,-2.16,15.03,33.19,57.7,1099.84,1325.13,0.95,Bullish,40.0,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone",8.0,8.57,,,IT / Technology,74.0,10.0,84.0,9.54,16.37,2.9,5.3,409.2,316.56,1.0,28.29,8.0,Below 200 DMA,37.64,Weak,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone"
TECHM,Technology,Information Technology Services,1651.3,-1.06,29.91,8.62,71.85,1465.74,1460.05,1.21,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support",15.0,16.18,,,IT / Technology,47.0,0.0,47.0,7.27,8.68,17.7,28.3,,,0.57,28.29,0.0,,37.44,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support"
SONACOMS,Consumer Cyclical,Auto Parts,769.4,0.74,92.43,0.49,80.83,646.23,544.09,0.94,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",15.0,16.17,,,Automobile,45.0,2.0,47.0,7.21,14.21,52.4,44.3,,,0.57,27.5,0.0,,37.33,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
NAM-INDIA,Financial Services,Asset Management,1161.4,1.26,52.03,5.85,50.97,1140.21,960.37,1.0,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",0.0,-4.27,,,Financial Services,48.0,-4.0,44.0,1.62,52.51,24.5,26.4,,,0.57,27.77,0.0,,37.07,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
TORNTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,5122.8,5.15,48.49,0.35,64.18,4676.88,4162.28,1.58,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",8.0,9.9,,,Pharma / Healthcare,29.0,0.0,29.0,85.45,13.87,54.8,-8.2,,,0.57,32.21,0.0,,36.98,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
AUBANK,Financial Services,Banks - Regional,1047.3,1.71,53.68,3.86,55.09,1018.56,971.22,1.26,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",0.0,-0.92,,,Banking,43.0,0.0,43.0,,21.37,29.8,35.1,,,0.5,27.77,0.0,,36.72,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
