symbol,sector,industry,current_price,day_change_pct,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,volume_ratio,trend,technical_score,technical_reasons,relative_strength_score,return_1m,return_3m,return_6m,sector_bucket,fundamental_score,sector_adjustment,sector_adjusted_fundamental_score,debt_to_equity,net_profit_margin,revenue_growth,earnings_growth,operating_cashflow_cr,free_cashflow_cr,fundamental_data_coverage,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
LENSKART,Healthcare,Medical Instruments & Supplies,586.15,2.89,64.6,0.99,69.57,533.22,0.0,1.22,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move",28.0,7.82,23.57,,Pharma / Healthcare,51.0,2.0,53.0,34.98,5.6,45.6,-9.6,1669.59,766.92,0.93,36.81,0.0,,49.82,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move"
PETRONET,Energy,Oil & Gas Refining & Marketing,280.0,-0.21,20.34,13.23,52.11,277.48,276.22,0.65,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone",18.0,0.38,3.04,,Energy / Utilities,78.0,4.0,82.0,10.51,8.99,-23.3,25.3,4750.04,1811.25,1.0,35.52,5.0,Revenue contraction,49.78,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone"
SOLARINDS,Basic Materials,Specialty Chemicals,18820.0,0.91,61.7,1.85,57.79,18197.97,15049.93,0.5,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",18.0,3.2,12.93,,Chemicals,72.0,4.0,76.0,23.27,17.05,40.9,70.0,620.87,-1405.69,1.0,31.02,4.0,Negative free cash flow,48.0,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
NMDC,Basic Materials,Steel,85.48,0.66,29.17,12.32,52.24,86.35,81.77,1.24,Bearish,55.0,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",8.0,0.66,-8.29,,Metals / Mining,86.0,4.0,90.0,18.8,23.23,61.9,37.7,4996.25,-1396.04,1.0,31.02,4.0,Negative free cash flow,47.9,Neutral,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
BHARTIARTL,Communication Services,Telecom Services,1943.0,-0.86,13.04,9.52,55.67,1875.29,1927.28,0.63,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone",18.0,1.18,3.16,,Telecom,64.0,2.0,66.0,100.42,13.14,18.4,35.1,125174.4,63056.59,1.0,26.46,0.0,,47.82,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone"
ABBOTINDIA,Healthcare,Drug Manufacturers - Specialty & Generic,27535.0,-1.08,12.05,17.27,55.3,26389.19,26796.6,0.4,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low zone",18.0,1.36,0.05,,Pharma / Healthcare,72.0,4.0,76.0,3.6,22.4,6.5,7.6,1319.24,1351.75,1.0,36.81,3.0,Low volume participation,47.37,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low zone"
ABB,Industrials,Specialty Industrial Machinery,7649.5,0.65,67.57,2.33,65.68,7103.06,6086.02,0.41,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",25.0,11.9,18.98,,Capital Goods / Infra,66.0,0.0,66.0,1.55,21.35,12.1,3.0,1470.96,1082.38,1.0,31.57,3.0,Low volume participation,47.34,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
OIL,Energy,Oil & Gas Integrated,453.0,2.3,21.0,14.69,56.02,438.58,447.85,2.4,Bullish,90.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Strong volume expansion, Strong positive day move",8.0,6.6,-12.47,,Energy / Utilities,58.0,2.0,60.0,58.74,19.5,5.2,60.4,10683.75,-2851.04,1.0,35.52,4.0,Negative free cash flow,46.83,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Strong volume expansion, Strong positive day move"
KPRMILL,Consumer Cyclical,Textile Manufacturing,1086.0,0.86,36.71,18.41,50.92,1100.66,977.39,2.44,Bearish,55.0,"Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Positive day move",20.0,-2.17,21.72,,Consumer Discretionary,65.0,2.0,67.0,10.46,13.03,0.9,11.2,1107.84,561.77,1.0,30.77,0.0,,46.82,Neutral,"Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Positive day move"
TECHM,Technology,Information Technology Services,1640.0,0.31,29.03,9.24,67.28,1490.66,1467.06,0.88,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",35.0,12.73,22.08,,IT / Technology,47.0,0.0,47.0,7.27,8.68,17.7,28.3,,,0.57,31.92,0.0,,46.24,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
INDIANB,Financial Services,Banks - Regional,884.15,-0.6,40.52,9.78,64.92,835.85,846.16,1.36,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",18.0,1.54,6.3,,Banking,49.0,6.0,55.0,,36.41,10.3,47.5,,,0.64,29.3,0.0,,45.64,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion"
PAYTM,Technology,Software - Infrastructure,1584.1,9.88,70.22,0.9,83.04,1227.75,1202.79,4.31,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",35.0,18.06,38.4,,IT / Technology,40.0,0.0,40.0,1.07,7.25,27.7,79.9,,,0.5,31.92,0.0,,45.54,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move"
APARINDS,Industrials,Electrical Equipment & Parts,16448.0,-1.1,141.85,4.13,68.5,14708.34,11053.45,1.07,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",35.0,17.0,29.16,,Capital Goods / Infra,39.0,5.0,44.0,17.72,4.84,29.1,77.4,,,0.57,31.57,0.0,,45.14,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
MPHASIS,Technology,Information Technology Services,2508.0,1.33,27.93,15.21,62.72,2292.71,2424.83,0.92,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",8.0,8.01,,,IT / Technology,69.0,0.0,69.0,24.68,11.56,17.5,10.7,1426.41,394.12,1.0,31.92,0.0,,44.69,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move"
HSCL,Basic Materials,Specialty Chemicals,772.05,2.58,84.73,5.79,60.61,700.75,541.33,0.35,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move",35.0,16.9,25.12,,Chemicals,44.0,2.0,46.0,16.17,16.07,28.0,24.7,,,0.57,31.02,3.0,Low volume participation,44.0,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move"
TATAINVEST,Financial Services,Asset Management,687.9,-0.83,28.32,41.64,58.49,668.35,680.23,0.78,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",10.0,-0.84,2.5,,Financial Services,75.0,-5.0,70.0,0.01,107.49,153.8,68.9,279.39,259.01,1.0,29.3,0.0,,43.9,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum"
LLOYDSME,Basic Materials,Steel,2052.8,-2.3,96.95,3.4,61.77,1847.13,1485.91,1.26,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",25.0,14.07,16.7,,Metals / Mining,57.0,2.0,59.0,145.21,21.48,405.5,6.05,2921.32,-7270.92,1.0,31.02,4.0,Negative free cash flow,43.8,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
LGEINDIA,Technology,Consumer Electronics,1557.8,-1.81,19.45,10.93,51.52,1552.31,1543.59,0.82,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone",0.0,-0.44,-0.52,,IT / Technology,60.0,5.0,65.0,5.99,6.85,8.1,-8.2,1721.25,327.95,0.93,31.92,0.0,,43.79,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone"
AEGISLOG,Energy,Oil & Gas Refining & Marketing,1333.7,-2.72,132.74,10.96,54.79,1164.8,819.86,0.6,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",28.0,7.03,97.83,,Energy / Utilities,45.0,2.0,47.0,47.24,13.88,43.3,269.0,,,0.57,35.52,0.0,,43.78,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
INFY,Technology,Information Technology Services,1183.0,0.67,20.42,30.06,63.42,1103.32,1317.89,0.67,Bullish,45.0,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Positive day move",25.0,10.77,8.04,,IT / Technology,74.0,10.0,84.0,9.54,16.37,2.9,5.3,409.2,316.56,1.0,31.92,8.0,Below 200 DMA,43.69,Weak,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Positive day move"
AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,1648.0,-0.6,62.19,1.43,63.22,1532.55,1328.44,1.14,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",18.0,5.32,9.07,,Pharma / Healthcare,47.0,2.0,49.0,21.31,10.63,16.3,25.8,,,0.57,36.81,0.0,,43.42,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
NATIONALUM,Basic Materials,Aluminum,382.7,0.45,117.55,13.9,65.86,362.14,348.15,0.76,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,7.85,,,Metals / Mining,56.0,2.0,58.0,0.28,34.91,39.3,91.1,,,0.57,31.02,0.0,,43.2,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
JSWINFRA,Industrials,Marine Shipping,342.0,1.86,46.96,3.88,60.23,316.44,280.5,1.37,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",28.0,3.62,28.04,,Capital Goods / Infra,31.0,5.0,36.0,59.0,26.58,18.1,-10.3,,,0.57,31.57,0.0,,43.09,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move"
LAURUSLABS,Healthcare,Drug Manufacturers - Specialty & Generic,1854.0,0.53,129.29,0.9,79.7,1549.55,1187.95,0.64,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",35.0,20.56,40.94,,Pharma / Healthcare,43.0,2.0,45.0,46.37,15.04,29.1,125.2,,,0.57,36.81,0.0,,43.02,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
ENRIN,Utilities,Utilities - Renewable,3567.3,-2.23,68.94,10.1,58.97,3488.04,3063.53,1.43,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",18.0,1.15,15.59,,Energy / Utilities,47.0,2.0,49.0,4.48,15.77,39.3,67.8,,,0.57,24.79,0.0,,42.87,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion"
ICICIBANK,Financial Services,Banks - Regional,1431.8,0.76,21.58,2.44,55.17,1372.49,1338.81,0.99,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move",18.0,2.18,14.91,,Banking,41.0,6.0,47.0,,27.53,11.4,13.8,,,0.64,29.3,0.0,,42.84,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move"
ZYDUSLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,1119.0,0.43,34.05,5.2,50.31,1113.07,974.6,0.93,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",10.0,-2.76,12.84,,Pharma / Healthcare,60.0,4.0,64.0,42.3,18.57,16.2,8.7,2116.6,-906.16,1.0,36.81,4.0,Negative free cash flow,42.67,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
DIVISLAB,Healthcare,Drug Manufacturers - Specialty & Generic,8300.0,0.3,47.86,3.32,73.92,7083.51,6537.86,0.63,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",25.0,21.42,19.92,,Pharma / Healthcare,49.0,2.0,51.0,0.04,26.05,27.8,65.7,,,0.57,36.81,0.0,,42.62,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
SHRIRAMFIN,Financial Services,Credit Services,1137.8,2.04,103.21,1.38,66.2,1017.54,958.12,0.58,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move",28.0,8.97,21.68,,Financial Services,50.0,12.0,62.0,276.21,50.11,39.1,29.5,,,0.64,29.3,8.0,Very high debt,42.6,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move"
COFORGE,Technology,Information Technology Services,1810.0,1.91,80.38,8.39,74.51,1519.7,1506.06,0.77,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",35.0,20.36,42.01,,IT / Technology,45.0,0.0,45.0,7.52,9.64,49.9,30.9,,,0.57,31.92,0.0,,42.29,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
MEDANTA,Healthcare,Medical Care Facilities,1476.2,1.42,54.41,0.99,69.61,1324.67,1199.52,1.13,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",35.0,10.42,21.81,,Pharma / Healthcare,28.0,2.0,30.0,29.87,11.88,26.5,-0.2,,,0.57,36.81,0.0,,42.27,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
TITAN,Consumer Cyclical,Luxury Goods,5090.0,3.02,54.6,0.63,74.97,4510.71,4186.54,3.94,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",35.0,11.03,23.09,,Consumer Discretionary,31.0,0.0,31.0,195.0,6.23,29.3,62.8,,,0.57,30.77,0.0,,42.22,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move"
SUNPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,1944.4,-0.03,26.75,5.01,51.92,1889.01,1776.57,0.68,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",18.0,0.46,4.36,,Pharma / Healthcare,47.0,2.0,49.0,5.52,20.19,10.5,27.4,,,0.57,36.81,0.0,,42.17,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
SCHAEFFLER,Consumer Cyclical,Auto Parts,4063.2,0.69,16.43,8.59,45.97,4114.35,3981.51,1.04,Bearish,42.0,"Above 200 DMA, RSI recovering, Near 52W low zone, Normal volume support, Positive day move",0.0,-0.53,,,Automobile,73.0,4.0,77.0,0.78,11.93,17.3,13.0,968.48,394.14,1.0,30.77,0.0,,42.07,Weak,"Above 200 DMA, RSI recovering, Near 52W low zone, Normal volume support, Positive day move"
MARICO,Consumer Defensive,Household & Personal Products,863.5,0.17,25.66,2.88,54.09,837.22,777.21,0.69,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",18.0,1.29,3.41,,FMCG / Consumer,45.0,3.0,48.0,12.39,13.16,21.4,24.7,,,0.57,29.0,0.0,,41.9,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
PIDILITIND,Basic Materials,Specialty Chemicals,1685.0,1.51,34.8,0.08,65.06,1570.05,1466.04,0.67,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",18.0,5.41,13.56,,Chemicals,45.0,2.0,47.0,3.78,17.2,21.3,29.6,,,0.57,31.02,0.0,,41.85,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
TATATECH,Technology,Information Technology Services,879.15,0.73,75.93,1.0,76.69,743.74,650.36,2.08,Bullish,67.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Positive day move",35.0,22.35,41.7,,IT / Technology,33.0,0.0,33.0,23.91,9.4,33.8,6.2,,,0.57,31.92,0.0,,41.84,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Positive day move"
BRITANNIA,Consumer Defensive,Packaged Foods,5623.5,2.06,13.55,9.77,68.02,5239.32,5597.36,1.01,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Normal volume support, Strong positive day move",18.0,5.05,4.67,,FMCG / Consumer,34.0,3.0,37.0,26.88,13.38,8.2,13.6,,,0.57,29.0,0.0,,41.8,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Normal volume support, Strong positive day move"
GLAXO,Healthcare,Drug Manufacturers - General,2601.0,0.05,24.56,7.5,60.13,2404.65,2404.62,0.4,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move",18.0,6.68,7.63,,Pharma / Healthcare,47.0,2.0,49.0,1.47,27.01,16.6,15.7,,,0.57,36.81,3.0,Low volume participation,41.67,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move"
SONACOMS,Consumer Cyclical,Auto Parts,812.5,-0.68,103.21,2.92,75.57,669.67,554.42,0.72,Bullish,47.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum",35.0,21.53,38.29,,Automobile,45.0,2.0,47.0,7.21,14.21,52.4,44.3,,,0.57,30.77,0.0,,41.57,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum"
EMCURE,Healthcare,Drug Manufacturers - Specialty & Generic,1995.2,0.85,58.35,2.58,66.04,1831.26,1587.65,1.26,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",18.0,9.96,17.03,,Pharma / Healthcare,38.0,2.0,40.0,30.57,10.45,22.9,41.9,,,0.57,36.81,0.0,,41.52,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
ASIANPAINT,Basic Materials,Specialty Chemicals,2750.0,0.55,31.15,7.1,55.68,2696.76,2583.36,0.95,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",18.0,2.7,4.87,,Chemicals,44.0,2.0,46.0,17.85,12.81,17.9,39.9,,,0.57,31.02,0.0,,41.5,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
CUPID,Consumer Defensive,Household & Personal Products,262.71,0.22,725.66,1.96,78.74,196.37,114.61,0.76,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",35.0,23.78,113.45,,FMCG / Consumer,41.0,3.0,44.0,12.51,29.47,162.5,190.9,,,0.5,29.0,0.0,,41.5,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
HINDZINC,Basic Materials,Other Industrial Metals & Mining,595.15,-1.3,46.19,17.32,68.71,549.5,563.46,1.24,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Normal volume support",15.0,10.84,-11.07,,Metals / Mining,53.0,2.0,55.0,39.03,38.07,71.7,144.6,,,0.57,31.02,0.0,,41.4,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Normal volume support"
NESTLEIND,Consumer Defensive,Packaged Foods,1528.6,-0.74,42.37,1.57,63.59,1438.21,1327.38,0.57,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",18.0,5.04,4.73,,FMCG / Consumer,47.0,3.0,50.0,8.62,15.62,25.2,48.1,,,0.57,29.0,0.0,,41.35,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,1685.8,-2.88,35.16,13.02,41.82,1698.8,1524.08,1.04,Bearish,28.0,"Above 200 DMA, Weak but watchable RSI, Normal volume support",10.0,-5.71,6.43,,Pharma / Healthcare,73.0,2.0,75.0,8.49,11.83,6.3,341.6,1141.97,790.13,1.0,36.81,0.0,,41.27,Weak,"Above 200 DMA, Weak but watchable RSI, Normal volume support"
